494aUGKXMH5ruXtR3O1a3H,1X472EvsSqH09RyrqbtyXU,3Q9wXhEAX7NYCPP0hxIuDz,28DUZ0itKISf2sr6hlseMy,0zcNtUZ2oEpRmiDuWBFvcX,5Eevxp2BCbWq25ZdiXRwYd,6hU9JCoqq4GjYq86dQ1o9b,3XB2yloP7l00tEUmaODtVi,2FUsvD1bw53HGOjAg56vRD,7qRKpkP0jSOlBMLYZhAMCh,4XHIjbhjRmqWlosjj5rqSI,0hJ3A7sih1AXDoMjXHLr7Q,7IYqppCBhR5z9z8JqgXuxi,4flcwtqnLoKZJ2wrCp1aJq,1FiRqhpAowNK8gTl5sOhxZ,4fy0SXW5G8evBCo2A3kn02,5uvXx5ZQswNRFCdHR521YZ,72seWTJF9U5SljizfyF2ZK,4JtIVJRA342O0YoAchen5Q,7pgs38iLfEqUtwgCRgvbND
"{'track_name': 'Crawling (Instrumental)', 'track_id': '4XaV4XMROzY1G242gB3Q4K', 'danceability': 0.622, 'duration_ms': 209034, 'energy': 0.632, 'instrumentalness': 0.753, 'loudness': -9.329, 'speechiness': 0.0337, 'tempo': 105.072, 'valence': 0.35}","{'track_name': 'Crawling', 'track_id': '4yQI9wjNF0gYUHwjNpCLQ9', 'danceability': 0.576, 'duration_ms': 209034, 'energy': 0.659, 'instrumentalness': 1.23e-05, 'loudness': -6.387, 'speechiness': 0.0345, 'tempo': 105.048, 'valence': 0.325}","{'track_name': 'Foreword', 'track_id': '1or6RDFkPMi3u4KM2LUBr3', 'danceability': None, 'duration_ms': None, 'energy': None, 'instrumentalness': None, 'loudness': None, 'speechiness': None, 'tempo': None, 'valence': None}","{'track_name': 'Papercut', 'track_id': '49WLgjpFzrF2gCBZzWw1iv', 'danceability': 0.524, 'duration_ms': 184867, 'energy': 0.94, 'instrumentalness': 0, 'loudness': -3.994, 'speechiness': 0.111, 'tempo': 150.184, 'valence': 0.664}","{'track_name': 'Talking to Myself - One More Light Live', 'track_id': '1DVXrmuh4umsD96KRTsGHl', 'danceability': 0.466, 'duration_ms': 316533, 'energy': 0.725, 'instrumentalness': 0.00728, 'loudness': -7.79, 'speechiness': 0.0568, 'tempo': 124.013, 'valence': 0.342}","{'track_name': 'Nobody Can Save Me', 'track_id': '3dJj6o9o1fRgrojWjailuz', 'danceability': 0.645, 'duration_ms': 225547, 'energy': 0.688, 'instrumentalness': 0, 'loudness': -4.749, 'speechiness': 0.0341, 'tempo': 139.957, 'valence': 0.433}","{'track_name': 'Keys to the Kingdom - Acapella', 'track_id': '7tfIKvebrzgBzxNZe1Hyox', 'danceability': 0.563, 'duration_ms': 218556, 'energy': 0.442, 'instrumentalness': 0, 'loudness': -5.755, 'speechiness': 0.881, 'tempo': 183.723, 'valence': 0.451}","{'track_name': 'Keys to the Kingdom', 'track_id': '2cZXlLwkRmDww37tbEygXl', 'danceability': 0.395, 'duration_ms': 218547, 'energy': 0.976, 'instrumentalness': 0.000222, 'loudness': -4.553, 'speechiness': 0.137, 'tempo': 184.011, 'valence': 0.334}","{'track_name': 'A LIGHT THAT NEVER COMES', 'track_id': '3BnBKNItMng824sLx0pUfy', 'danceability': 0.687, 'duration_ms': 229439, 'energy': 0.871, 'instrumentalness': 0.00708, 'loudness': -5.531, 'speechiness': 0.0689, 'tempo': 115.0, 'valence': 0.539}","{'track_name': 'LOST IN THE ECHO - Instrumental', 'track_id': '2CY69lML4UsQ90HgVW3Rdz', 'danceability': 0.514, 'duration_ms': 205720, 'energy': 0.982, 'instrumentalness': 0.957, 'loudness': -4.246, 'speechiness': 0.0408, 'tempo': 119.993, 'valence': 0.702}","{'track_name': 'LOST IN THE ECHO', 'track_id': '2oNYsdCasRRlz1shXFAz7D', 'danceability': 0.546, 'duration_ms': 205120, 'energy': 0.98, 'instrumentalness': 0, 'loudness': -3.02, 'speechiness': 0.0619, 'tempo': 120.037, 'valence': 0.478}","{'track_name': 'The Requiem - Live from London, 2010', 'track_id': '5qVfqVsvV63u8DRgUliOat', 'danceability': 0.224, 'duration_ms': 150373, 'energy': 0.92, 'instrumentalness': 0.941, 'loudness': -8.013, 'speechiness': 0.822, 'tempo': 170.089, 'valence': 0.212}","{'track_name': 'Wake - Live from Taipei, 2007', 'track_id': '4UQEFUm8AjNHr5C7pHM3pb', 'danceability': 0.0742, 'duration_ms': 108133, 'energy': 0.385, 'instrumentalness': 0.696, 'loudness': -6.932, 'speechiness': 0.0456, 'tempo': 175.025, 'valence': 0.0396}","{'track_name': ""Don't Stay - Live in Shanghai, 2007"", 'track_id': '6LiIstY78Sj6W6cJ8HVETy', 'danceability': 0.279, 'duration_ms': 196893, 'energy': 0.957, 'instrumentalness': 0.000346, 'loudness': -3.298, 'speechiness': 0.0934, 'tempo': 90.193, 'valence': 0.412}","{'track_name': 'Papercut - Live from Paris, 2010', 'track_id': '6IBGNhgrzFTYargw9ICM3d', 'danceability': 0.337, 'duration_ms': 188147, 'energy': 0.994, 'instrumentalness': 0, 'loudness': -3.787, 'speechiness': 0.145, 'tempo': 149.825, 'valence': 0.205}","{'track_name': 'The Requiem', 'track_id': '56k09emMLjXvPwuVyjR4tn', 'danceability': 0.37, 'duration_ms': 121120, 'energy': 0.55, 'instrumentalness': 0.264, 'loudness': -11.393, 'speechiness': 0.304, 'tempo': 170.097, 'valence': 0.031}","{'track_name': 'The Requiem', 'track_id': '0zraM3kiqKEEiTNyBVnlHt', 'danceability': 0.37, 'duration_ms': 121120, 'energy': 0.55, 'instrumentalness': 0.264, 'loudness': -11.393, 'speechiness': 0.304, 'tempo': 170.097, 'valence': 0.031}","{'track_name': 'One Step Closer - Live', 'track_id': '5KrQ4ememR3tu0CvcghC37', 'danceability': 0.353, 'duration_ms': 247067, 'energy': 0.979, 'instrumentalness': 0.000125, 'loudness': -4.464, 'speechiness': 0.0942, 'tempo': 94.995, 'valence': 0.242}","{'track_name': 'Wake', 'track_id': '2XAplkg69ZFBqAvWkPynGm', 'danceability': 0.291, 'duration_ms': 100625, 'energy': 0.133, 'instrumentalness': 0.838, 'loudness': -11.381, 'speechiness': 0.0441, 'tempo': 125.25, 'valence': 0.151}","{'track_name': 'Wake', 'track_id': '3UcEVEWewecoudSytBUy8O', 'danceability': 0.297, 'duration_ms': 100920, 'energy': 0.176, 'instrumentalness': 0.798, 'loudness': -11.93, 'speechiness': 0.0483, 'tempo': 124.851, 'valence': 0.185}"
"{'track_name': 'Faint (Instrumental)', 'track_id': '46ppIcCWeyCeNS6BbveSc0', 'danceability': 0.562, 'duration_ms': 162727, 'energy': 0.929, 'instrumentalness': 0.662, 'loudness': -5.818, 'speechiness': 0.0806, 'tempo': 134.917, 'valence': 0.519}","{'track_name': 'Faint', 'track_id': '5C85MPxFAZE5tUcJQB1P30', 'danceability': 0.534, 'duration_ms': 162689, 'energy': 0.974, 'instrumentalness': 0, 'loudness': -4.11, 'speechiness': 0.158, 'tempo': 135.001, 'valence': 0.539}","{'track_name': ""Don't Stay"", 'track_id': '16XJqMv1M2D1seDcPEznfY', 'danceability': 0.383, 'duration_ms': 188113, 'energy': 0.992, 'instrumentalness': 0, 'loudness': -3.41, 'speechiness': 0.131, 'tempo': 179.828, 'valence': 0.673}","{'track_name': 'One Step Closer', 'track_id': '1qIQeMHFw09UjBpgrsrdys', 'danceability': 0.492, 'duration_ms': 157333, 'energy': 0.969, 'instrumentalness': 1.36e-06, 'loudness': -4.419, 'speechiness': 0.0492, 'tempo': 95.137, 'valence': 0.538}","{'track_name': 'Burn It Down - One More Light Live', 'track_id': '0zKs47fghFBtrEpxyUR1Wz', 'danceability': 0.658, 'duration_ms': 253573, 'energy': 0.781, 'instrumentalness': 0, 'loudness': -6.472, 'speechiness': 0.0509, 'tempo': 110.008, 'valence': 0.542}","{'track_name': 'Good Goodbye (feat. Pusha T and Stormzy)', 'track_id': '650OeHTLxZAQmb4aEbGmaA', 'danceability': 0.697, 'duration_ms': 211413, 'energy': 0.84, 'instrumentalness': 0, 'loudness': -4.602, 'speechiness': 0.054, 'tempo': 128.034, 'valence': 0.452}","{'track_name': 'All for Nothing (feat. Page Hamilton) - Acapella', 'track_id': '1iRceKmgsTM0Jzdffv67in', 'danceability': 0.708, 'duration_ms': 213662, 'energy': 0.573, 'instrumentalness': 0, 'loudness': -6.727, 'speechiness': 0.571, 'tempo': 159.792, 'valence': 0.312}","{'track_name': 'All for Nothing (feat. Page Hamilton)', 'track_id': '5Rcs3fREgibWujLUlUb8KA', 'danceability': 0.461, 'duration_ms': 213653, 'energy': 0.958, 'instrumentalness': 9.33e-06, 'loudness': -3.852, 'speechiness': 0.124, 'tempo': 159.974, 'valence': 0.264}","{'track_name': 'CASTLE OF GLASS - M. Shinoda Remix', 'track_id': '0tJ8EAv8Kf1mHFXZMofVvZ', 'danceability': 0.473, 'duration_ms': 380307, 'energy': 0.858, 'instrumentalness': 0.242, 'loudness': -4.982, 'speechiness': 0.0533, 'tempo': 124.987, 'valence': 0.0439}","{'track_name': 'IN MY REMAINS - Instrumental', 'track_id': '7c18kchI7NRTAOPrGcPzdy', 'danceability': 0.492, 'duration_ms': 202611, 'energy': 0.957, 'instrumentalness': 0.79, 'loudness': -7.359, 'speechiness': 0.04, 'tempo': 101.01, 'valence': 0.0973}","{'track_name': 'IN MY REMAINS', 'track_id': '00KfIFi2TpAaQGPbRbFbKJ', 'danceability': 0.553, 'duration_ms': 200693, 'energy': 0.907, 'instrumentalness': 0, 'loudness': -5.623, 'speechiness': 0.0484, 'tempo': 100.967, 'valence': 0.451}","{'track_name': 'Burning in the Skies - Live from Hamburg, 2011', 'track_id': '2IRcemSQkebFFSJzKMPuJO', 'danceability': 0.549, 'duration_ms': 252347, 'energy': 0.822, 'instrumentalness': 0.000169, 'loudness': -5.256, 'speechiness': 0.0296, 'tempo': 120.015, 'valence': 0.423}","{'track_name': 'Given Up - Live from Taipei, 2009', 'track_id': '6ePB1KPRCmBRa2nytGmG2f', 'danceability': 0.429, 'duration_ms': 198387, 'energy': 0.99, 'instrumentalness': 0.00011, 'loudness': -2.976, 'speechiness': 0.107, 'tempo': 100.066, 'valence': 0.175}","{'track_name': 'Somewhere I Belong - Live in Koln, 2008', 'track_id': '5dQl5ZCgyXQKZR2IJcKdpg', 'danceability': 0.298, 'duration_ms': 249160, 'energy': 0.967, 'instrumentalness': 0, 'loudness': -3.722, 'speechiness': 0.103, 'tempo': 162.133, 'valence': 0.384}","{'track_name': 'One Step Closer - Live from Frankfurt, 2008', 'track_id': '6CycnO02O5PIh36NNWaAyq', 'danceability': 0.339, 'duration_ms': 253013, 'energy': 0.977, 'instrumentalness': 0.00428, 'loudness': -3.852, 'speechiness': 0.0815, 'tempo': 94.971, 'valence': 0.173}","{'track_name': 'The Radiance', 'track_id': '12wyPGBsfNQMEmFw2ezut7', 'danceability': 0.348, 'duration_ms': 57800, 'energy': 0.925, 'instrumentalness': 0.000363, 'loudness': -10.886, 'speechiness': 0.546, 'tempo': 87.71, 'valence': 0.0381}","{'track_name': 'The Radiance', 'track_id': '2cJUZUddCR3gZdBoo4buym', 'danceability': 0.348, 'duration_ms': 57800, 'energy': 0.925, 'instrumentalness': 0.000363, 'loudness': -10.886, 'speechiness': 0.546, 'tempo': 87.71, 'valence': 0.0381}","{'track_name': 'From the Inside - Live', 'track_id': '0kNBWrrqSJRFFa7Og0AE7s', 'danceability': 0.334, 'duration_ms': 204693, 'energy': 0.859, 'instrumentalness': 0.00241, 'loudness': -4.157, 'speechiness': 0.0428, 'tempo': 95.101, 'valence': 0.189}","{'track_name': 'Given Up', 'track_id': '3WYAOSW2hvfr07Ww4xLrn1', 'danceability': 0.642, 'duration_ms': 189338, 'energy': 0.873, 'instrumentalness': 0.000142, 'loudness': -4.68, 'speechiness': 0.0449, 'tempo': 100.056, 'valence': 0.923}","{'track_name': 'Given Up', 'track_id': '400lQTCx3wYGgqAIHSZbNA', 'danceability': 0.655, 'duration_ms': 189293, 'energy': 0.886, 'instrumentalness': 0.000409, 'loudness': -4.116, 'speechiness': 0.0435, 'tempo': 100.088, 'valence': 0.938}"
"{'track_name': 'Numb / Encore (Instrumental)', 'track_id': '4ySeTJOYb31uzSdIMw0U3x', 'danceability': 0.728, 'duration_ms': 205234, 'energy': 0.375, 'instrumentalness': 0.243, 'loudness': -12.569, 'speechiness': 0.0356, 'tempo': 106.975, 'valence': 0.637}","{'track_name': 'Numb / Encore', 'track_id': '1h94Gt9wygZ7vPFR07fYPG', 'danceability': 0.684, 'duration_ms': 206301, 'energy': 0.752, 'instrumentalness': 0, 'loudness': -5.788, 'speechiness': 0.147, 'tempo': 107.003, 'valence': 0.791}","{'track_name': 'Somewhere I Belong', 'track_id': '1Fv4xhjAOSOV70kE3DW6n8', 'danceability': 0.424, 'duration_ms': 214074, 'energy': 0.929, 'instrumentalness': 0, 'loudness': -4.201, 'speechiness': 0.0702, 'tempo': 161.943, 'valence': 0.39}","{'track_name': 'With You', 'track_id': '6NPVVeHetUBa6NhYSaMo1w', 'danceability': 0.423, 'duration_ms': 203267, 'energy': 0.978, 'instrumentalness': 0, 'loudness': -4.004, 'speechiness': 0.303, 'tempo': 196.93, 'valence': 0.361}","{'track_name': 'Battle Symphony - One More Light Live', 'track_id': '7mXJEniTl79NSO50M2HjBU', 'danceability': 0.577, 'duration_ms': 225133, 'energy': 0.915, 'instrumentalness': 2.03e-05, 'loudness': -4.964, 'speechiness': 0.0465, 'tempo': 74.506, 'valence': 0.656}","{'track_name': 'Talking to Myself', 'track_id': '7nAfXgeHfDO50upcOjJOaq', 'danceability': 0.593, 'duration_ms': 231307, 'energy': 0.712, 'instrumentalness': 0, 'loudness': -6.325, 'speechiness': 0.0286, 'tempo': 124.013, 'valence': 0.473}","{'track_name': 'Guilty All the Same (feat. Rakim) - Acapella', 'track_id': '7lh5Qtd8qLz5pgXKJt5Jec', 'danceability': 0.586, 'duration_ms': 353596, 'energy': 0.226, 'instrumentalness': 0, 'loudness': -8.807, 'speechiness': 0.915, 'tempo': 199.618, 'valence': 0.201}","{'track_name': 'Guilty All the Same (feat. Rakim)', 'track_id': '6L5QMBrydoaapTDMQ0Anui', 'danceability': 0.566, 'duration_ms': 355120, 'energy': 0.969, 'instrumentalness': 0.000442, 'loudness': -3.369, 'speechiness': 0.046, 'tempo': 100.012, 'valence': 0.641}","{'track_name': 'LOST IN THE ECHO - KillSonik Remix', 'track_id': '4RYvz692bYUEEyMythKdFE', 'danceability': 0.456, 'duration_ms': 309040, 'energy': 0.839, 'instrumentalness': 0.00189, 'loudness': -4.615, 'speechiness': 0.0555, 'tempo': 139.655, 'valence': 0.0584}","{'track_name': 'BURN IT DOWN - Instrumental', 'track_id': '3Sx7miLHvMXU2DZ4iiuhy7', 'danceability': 0.524, 'duration_ms': 230443, 'energy': 0.987, 'instrumentalness': 0.946, 'loudness': -6.461, 'speechiness': 0.0543, 'tempo': 110.013, 'valence': 0.566}","{'track_name': 'BURN IT DOWN', 'track_id': '7oVEtyuv9NBmnytsCIsY5I', 'danceability': 0.585, 'duration_ms': 230253, 'energy': 0.972, 'instrumentalness': 0, 'loudness': -4.45, 'speechiness': 0.0534, 'tempo': 110.006, 'valence': 0.585}","{'track_name': 'When They Come for Me - Live from Paris, 2010', 'track_id': '3W6wt17UMiFX6EdBhMVNk7', 'danceability': 0.527, 'duration_ms': 306653, 'energy': 0.894, 'instrumentalness': 0.000493, 'loudness': -5.442, 'speechiness': 0.0691, 'tempo': 92.007, 'valence': 0.373}","{'track_name': 'Leave Out All The Rest - Live from Frankfurt, 2008', 'track_id': '0wrNtzrR9SHyYFgModa9Lh', 'danceability': 0.369, 'duration_ms': 202253, 'energy': 0.796, 'instrumentalness': 1.38e-05, 'loudness': -4.761, 'speechiness': 0.0386, 'tempo': 79.944, 'valence': 0.332}","{'track_name': 'Lying from You - Live in New York, 2008', 'track_id': '17v21SAW5oUOn6XwCtzkxI', 'danceability': 0.245, 'duration_ms': 177600, 'energy': 0.967, 'instrumentalness': 0, 'loudness': -3.401, 'speechiness': 0.197, 'tempo': 160.3, 'valence': 0.483}","{'track_name': 'Points of Authority - Live from Sidney, 2007', 'track_id': '2Bh8s0lAxPVD7Cvs4S0B8P', 'danceability': 0.276, 'duration_ms': 247360, 'energy': 0.989, 'instrumentalness': 0, 'loudness': -2.937, 'speechiness': 0.168, 'tempo': 94.253, 'valence': 0.212}","{'track_name': 'Burning in the Skies', 'track_id': '45Wip7bDtu3hnyGvKyVw2N', 'danceability': 0.607, 'duration_ms': 253160, 'energy': 0.891, 'instrumentalness': 0.00521, 'loudness': -4.56, 'speechiness': 0.0387, 'tempo': 120.012, 'valence': 0.462}","{'track_name': 'Burning in the Skies', 'track_id': '5dhnFKVNR2x9BYqQ6FPpQh', 'danceability': 0.607, 'duration_ms': 253160, 'energy': 0.891, 'instrumentalness': 0.00521, 'loudness': -4.56, 'speechiness': 0.0387, 'tempo': 120.012, 'valence': 0.462}","{'track_name': 'No More Sorrow - Live', 'track_id': '6QaSWSP0vgYskAC5wavVOW', 'danceability': 0.405, 'duration_ms': 306440, 'energy': 0.972, 'instrumentalness': 3.72e-05, 'loudness': -4.874, 'speechiness': 0.118, 'tempo': 132.659, 'valence': 0.186}","{'track_name': 'Leave Out All The Rest', 'track_id': '4w6jQFJZUBz2nCAjqaXSjF', 'danceability': 0.505, 'duration_ms': 209391, 'energy': 0.626, 'instrumentalness': 3.17e-06, 'loudness': -6.835, 'speechiness': 0.0354, 'tempo': 80.022, 'valence': 0.216}","{'track_name': 'Leave Out All The Rest', 'track_id': '58AS4weYlUWvGztZbKIuAU', 'danceability': 0.514, 'duration_ms': 209307, 'energy': 0.637, 'instrumentalness': 2.27e-06, 'loudness': -6.418, 'speechiness': 0.0363, 'tempo': 80.401, 'valence': 0.18}"
"{'track_name': 'Papercut (Instrumental)', 'track_id': '4B1Uaz5w9HGXtIigc3zyQa', 'danceability': 0.499, 'duration_ms': 184347, 'energy': 0.816, 'instrumentalness': 0.761, 'loudness': -6.206, 'speechiness': 0.0561, 'tempo': 150.162, 'valence': 0.708}","{'track_name': 'Papercut', 'track_id': '3MLGWsrThUbVq4Fsr8RIjc', 'danceability': 0.513, 'duration_ms': 186219, 'energy': 0.877, 'instrumentalness': 0, 'loudness': -4.608, 'speechiness': 0.0974, 'tempo': 150.134, 'valence': 0.734}","{'track_name': 'Lying from You', 'track_id': '4eSduoSXJ2F5k39DVAyYGd', 'danceability': 0.488, 'duration_ms': 175195, 'energy': 0.94, 'instrumentalness': 0, 'loudness': -3.671, 'speechiness': 0.161, 'tempo': 160.081, 'valence': 0.678}","{'track_name': 'Points of Authority', 'track_id': '0hSDsJ6OC0O4pih8jgT5m7', 'danceability': 0.569, 'duration_ms': 200240, 'energy': 0.97, 'instrumentalness': 0, 'loudness': -3.886, 'speechiness': 0.196, 'tempo': 95.056, 'valence': 0.435}","{'track_name': 'New Divide - One More Light Live', 'track_id': '6dWGJ5acTiipYqVpNyOTKd', 'danceability': 0.463, 'duration_ms': 270560, 'energy': 0.87, 'instrumentalness': 1.66e-06, 'loudness': -5.955, 'speechiness': 0.0473, 'tempo': 117.945, 'valence': 0.26}","{'track_name': 'Battle Symphony', 'track_id': '3FQCJI2t5LTbsRPfYVBSVB', 'danceability': 0.653, 'duration_ms': 216281, 'energy': 0.839, 'instrumentalness': 0, 'loudness': -5.077, 'speechiness': 0.0685, 'tempo': 149.034, 'valence': 0.669}","{'track_name': 'War - Acapella', 'track_id': '5EzXYmk7GMqhP5IKlNBLIi', 'danceability': 0.447, 'duration_ms': 131169, 'energy': 0.683, 'instrumentalness': 0.00125, 'loudness': -10.594, 'speechiness': 0.425, 'tempo': 141.124, 'valence': 0.0735}","{'track_name': 'The Summoning', 'track_id': '7wHW68IXAO0vlhXv1PxKFJ', 'danceability': 0.294, 'duration_ms': 60440, 'energy': 0.926, 'instrumentalness': 0.0992, 'loudness': -8.833, 'speechiness': 0.769, 'tempo': 143.747, 'valence': 0.0397}","{'track_name': 'VICTIMIZED - M. Shinoda Remix', 'track_id': '0lHHU21bJhZEnu7O4Tps4H', 'danceability': 0.535, 'duration_ms': 179707, 'energy': 0.982, 'instrumentalness': 0.0483, 'loudness': -2.003, 'speechiness': 0.107, 'tempo': 99.996, 'valence': 0.576}","{'track_name': 'LIES GREED MISERY - Instrumental', 'track_id': '5n4PdP0YlCbUAnZf1x2T8v', 'danceability': 0.497, 'duration_ms': 146080, 'energy': 0.958, 'instrumentalness': 0.787, 'loudness': -6.497, 'speechiness': 0.0538, 'tempo': 160.011, 'valence': 0.605}","{'track_name': 'LIES GREED MISERY', 'track_id': '3aZQQWGNShP6IzzaprPlFX', 'danceability': 0.545, 'duration_ms': 146493, 'energy': 0.962, 'instrumentalness': 0, 'loudness': -4.552, 'speechiness': 0.14, 'tempo': 160.017, 'valence': 0.539}","{'track_name': 'Jornada Del Muerto - Live from Hamburg, 2011', 'track_id': '6dwcaaJTC48P2lczqNeKYF', 'danceability': 0.348, 'duration_ms': 110587, 'energy': 0.887, 'instrumentalness': 0.415, 'loudness': -6.016, 'speechiness': 0.0596, 'tempo': 120.116, 'valence': 0.142}","{'track_name': 'Bleed It Out - Live from Melbourne, 2010', 'track_id': '7Ci6ZaZoWCRp4bLgH7hCxf', 'danceability': 0.327, 'duration_ms': 333613, 'energy': 0.984, 'instrumentalness': 1.26e-05, 'loudness': -2.625, 'speechiness': 0.0903, 'tempo': 139.942, 'valence': 0.246}","{'track_name': 'Faint - Live in Hamburg, 2011', 'track_id': '6vgL8caXCigDw6THEKqqa4', 'danceability': 0.406, 'duration_ms': 221533, 'energy': 0.986, 'instrumentalness': 0, 'loudness': -3.393, 'speechiness': 0.155, 'tempo': 67.466, 'valence': 0.184}","{'track_name': 'Crawling - Live from Athens, 2009', 'track_id': '7cOy4U8wmklfWrXTBaT31R', 'danceability': 0.49, 'duration_ms': 281093, 'energy': 0.738, 'instrumentalness': 1.21e-06, 'loudness': -5.345, 'speechiness': 0.0424, 'tempo': 105.032, 'valence': 0.286}","{'track_name': 'Empty Spaces', 'track_id': '4ZMAtS2hylkMvn0DyBRNnO', 'danceability': 0.333, 'duration_ms': 18333, 'energy': 0.78, 'instrumentalness': 0.9, 'loudness': -16.711, 'speechiness': 0.0701, 'tempo': 80.293, 'valence': 0.038}","{'track_name': 'Empty Spaces', 'track_id': '1dxoNIDuvj8c7sWdHt39W4', 'danceability': 0.333, 'duration_ms': 18333, 'energy': 0.78, 'instrumentalness': 0.9, 'loudness': -16.711, 'speechiness': 0.0701, 'tempo': 80.293, 'valence': 0.038}","{'track_name': 'Given Up - Live', 'track_id': '1hJ9XhIoJx3ZA0Jkd4AyTz', 'danceability': 0.533, 'duration_ms': 195587, 'energy': 0.957, 'instrumentalness': 2.61e-06, 'loudness': -4.421, 'speechiness': 0.0752, 'tempo': 100.008, 'valence': 0.312}","{'track_name': 'Bleed It Out', 'track_id': '04klL0e4Den6eZV9nitQWT', 'danceability': 0.515, 'duration_ms': 164457, 'energy': 0.957, 'instrumentalness': 0, 'loudness': -4.252, 'speechiness': 0.053, 'tempo': 139.999, 'valence': 0.596}","{'track_name': 'Bleed It Out', 'track_id': '78gsvivelCP8Kh0tSRTy8D', 'danceability': 0.544, 'duration_ms': 164760, 'energy': 0.932, 'instrumentalness': 0, 'loudness': -4.897, 'speechiness': 0.0472, 'tempo': 140.15, 'valence': 0.702}"
